Category.Field.ID	Description	Participants	Total.item.count..includes.1.or.more.visits.	new_col_name	link	value_to_detect	date_col	field_category
40001				Date_Death_caused_by_Malignant_neoplasm_of_ureter			p40000_i0_Date_of_death_._Instance_12	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_of_ureter			p40000_i0_Date_of_death_._Instance_12	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_of_ureter			p40000_i0_Date_of_death_._Instance_12	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_of_ureter			p40000_i0_Date_of_death_._Instance_12	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_of_ureter			p40000_i0_Date_of_death_._Instance_12	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_of_ureter			p40000_i0_Date_of_death_._Instance_12	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_of_ureter			p40000_i0_Date_of_death_._Instance_12	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_of_ureter			p40000_i0_Date_of_death_._Instance_12	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_of_ureter			p40000_i0_Date_of_death_._Instance_12	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_of_ureter			p40000_i0_Date_of_death_._Instance_12	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_of_ureter			p40000_i0_Date_of_death_._Instance_12	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_of_ureter			p40000_i0_Date_of_death_._Instance_12	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_of_ureter			p40000_i0_Date_of_death_._Instance_12	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_of_ureter			p40000_i0_Date_of_death_._Instance_12	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_of_ureter			p40000_i0_Date_of_death_._Instance_12	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_of_ureter			p40000_i0_Date_of_death_._Instance_12	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_of_ureter			p40000_i0_Date_of_death_._Instance_12	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_of_ureter			p40000_i0_Date_of_death_._Instance_12	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_of_ureter			p40000_i0_Date_of_death_._Instance_12	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_of_ureter			p40000_i0_Date_of_death_._Instance_12	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_of_ureter			p40000_i0_Date_of_death_._Instance_12	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_of_ureter			p40000_i0_Date_of_death_._Instance_12	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_of_ureter			p40000_i0_Date_of_death_._Instance_12	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_of_ureter			p40000_i0_Date_of_death_._Instance_12	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_of_ureter			p40000_i0_Date_of_death_._Instance_12	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_of_ureter			p40000_i0_Date_of_death_._Instance_12	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Bladder_unspecified			p40000_i0_Date_of_death_._Instance_13	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasm_Brain_unspecified			p40000_i0_Date_of_death_._Instance_14	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
40001				Date_Death_caused_by_Malignant_neoplasmprimary_site_unknownso_stated			p40000_i0_Date_of_death_._Instance_15	Health outcomes:Externally sourced health outcomes:Death register
